[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  7.49 MBytes  62.9 Mbits/sec    2    339 KBytes       
[  7]   0.00-1.00   sec  3.12 MBytes  26.2 Mbits/sec    1   99.0 KBytes       
[  9]   0.00-1.00   sec  3.32 MBytes  27.8 Mbits/sec    1    102 KBytes       
[ 11]   0.00-1.00   sec  4.42 MBytes  37.1 Mbits/sec   75    315 KBytes       
[ 13]   0.00-1.00   sec  4.30 MBytes  36.0 Mbits/sec    5    238 KBytes       
[ 15]   0.00-1.00   sec  3.04 MBytes  25.5 Mbits/sec    2   97.6 KBytes       
[ 17]   0.00-1.00   sec  8.25 MBytes  69.2 Mbits/sec    7   2.55 MBytes       
[ 19]   0.00-1.00   sec  4.60 MBytes  38.6 Mbits/sec    1    256 KBytes       
[ 21]   0.00-1.00   sec  2.77 MBytes  23.2 Mbits/sec    3    158 KBytes       
[ 23]   0.00-1.00   sec  10.0 MBytes  83.9 Mbits/sec    4   2.23 MBytes       
[ 25]   0.00-1.00   sec  9.25 MBytes  77.6 Mbits/sec    3   2.69 MBytes       
[ 27]   0.00-1.00   sec  4.41 MBytes  37.0 Mbits/sec    1    205 KBytes       
[ 29]   0.00-1.00   sec  2.84 MBytes  23.8 Mbits/sec    1    146 KBytes       
[ 31]   0.00-1.00   sec  6.85 MBytes  57.4 Mbits/sec    0    294 KBytes       
[ 33]   0.00-1.00   sec  6.73 MBytes  56.4 Mbits/sec    0    308 KBytes       
[ 35]   0.00-1.00   sec  5.75 MBytes  48.2 Mbits/sec    4    643 KBytes       
[ 37]   0.00-1.00   sec  5.45 MBytes  45.7 Mbits/sec    2    296 KBytes       
[ 39]   0.00-1.00   sec  10.6 MBytes  89.1 Mbits/sec    3    679 KBytes       
[ 41]   0.00-1.00   sec  6.72 MBytes  56.4 Mbits/sec    3    614 KBytes       
[ 43]   0.00-1.00   sec  4.09 MBytes  34.3 Mbits/sec    1    177 KBytes       
[ 45]   0.00-1.00   sec  3.47 MBytes  29.1 Mbits/sec    3    206 KBytes       
[ 47]   0.00-1.00   sec  6.50 MBytes  54.5 Mbits/sec    0    311 KBytes       
[ 49]   0.00-1.00   sec  4.72 MBytes  39.6 Mbits/sec    0    215 KBytes       
[ 51]   0.00-1.00   sec  2.53 MBytes  21.2 Mbits/sec    1   82.0 KBytes       
[ 53]   0.00-1.00   sec  6.00 MBytes  50.3 Mbits/sec    3    370 KBytes       
[ 55]   0.00-1.00   sec  5.21 MBytes  43.7 Mbits/sec    2    232 KBytes       
[ 57]   0.00-1.00   sec  9.52 MBytes  79.9 Mbits/sec    0    386 KBytes       
[ 59]   0.00-1.00   sec  10.8 MBytes  90.2 Mbits/sec    4   2.71 MBytes       
[ 61]   0.00-1.00   sec  9.50 MBytes  79.7 Mbits/sec    2    675 KBytes       
[ 63]   0.00-1.00   sec  11.8 MBytes  98.5 Mbits/sec    3   2.13 MBytes       
[ 65]   0.00-1.00   sec  7.17 MBytes  60.1 Mbits/sec    0    318 KBytes       
[ 67]   0.00-1.00   sec  8.95 MBytes  75.0 Mbits/sec    0    361 KBytes       
[ 69]   0.00-1.00   sec  5.20 MBytes  43.6 Mbits/sec    4    259 KBytes       
[ 71]   0.00-1.00   sec  10.2 MBytes  85.9 Mbits/sec    2    390 KBytes       
[ 73]   0.00-1.00   sec  4.72 MBytes  39.6 Mbits/sec    4    208 KBytes       
[ 75]   0.00-1.00   sec  7.35 MBytes  61.7 Mbits/sec    5    382 KBytes       
[ 77]   0.00-1.00   sec  6.86 MBytes  57.5 Mbits/sec    3    140 KBytes       
[ 79]   0.00-1.00   sec  4.85 MBytes  40.6 Mbits/sec    3    286 KBytes       
[ 81]   0.00-1.00   sec  7.12 MBytes  59.8 Mbits/sec    6    929 KBytes       
[ 83]   0.00-1.00   sec  7.88 MBytes  66.0 Mbits/sec    4   2.14 MBytes       
[ 85]   0.00-1.00   sec  10.9 MBytes  91.2 Mbits/sec    4   1.31 MBytes       
[ 87]   0.00-1.00   sec  8.75 MBytes  73.4 Mbits/sec    2   1.11 MBytes       
[ 89]   0.00-1.00   sec  7.25 MBytes  60.8 Mbits/sec    2    346 KBytes       
[ 91]   0.00-1.00   sec  10.5 MBytes  88.1 Mbits/sec    5   2.07 MBytes       
[ 93]   0.00-1.00   sec  6.87 MBytes  57.6 Mbits/sec    7    151 KBytes       
[ 95]   0.00-1.00   sec  7.00 MBytes  58.7 Mbits/sec    3   1020 KBytes       
[ 97]   0.00-1.00   sec  9.69 MBytes  81.3 Mbits/sec    1    370 KBytes       
[ 99]   0.00-1.00   sec  10.3 MBytes  86.6 Mbits/sec    0    389 KBytes       
[101]   0.00-1.00   sec  15.4 MBytes   129 Mbits/sec    1    485 KBytes       
[103]   0.00-1.00   sec  14.0 MBytes   117 Mbits/sec    0    414 KBytes       
[105]   0.00-1.00   sec  8.38 MBytes  70.2 Mbits/sec    2   1.07 MBytes       
[107]   0.00-1.00   sec  6.72 MBytes  56.4 Mbits/sec    0    283 KBytes       
[109]   0.00-1.00   sec  13.5 MBytes   113 Mbits/sec    5    402 KBytes       
[111]   0.00-1.00   sec  11.9 MBytes  99.6 Mbits/sec    7   3.31 MBytes       
[113]   0.00-1.00   sec  13.2 MBytes   111 Mbits/sec    5   2.62 MBytes       
[115]   0.00-1.00   sec  10.2 MBytes  85.9 Mbits/sec    1    399 KBytes       
[117]   0.00-1.00   sec  5.14 MBytes  43.1 Mbits/sec    0    230 KBytes       
[119]   0.00-1.00   sec  10.4 MBytes  87.0 Mbits/sec    2    689 KBytes       
[121]   0.00-1.00   sec  1.89 MBytes  15.9 Mbits/sec    2    110 KBytes       
[123]   0.00-1.00   sec  10.5 MBytes  88.1 Mbits/sec    4    655 KBytes       
[125]   0.00-1.00   sec  9.75 MBytes  81.8 Mbits/sec    5    448 KBytes       
[127]   0.00-1.00   sec  9.56 MBytes  80.2 Mbits/sec    4    494 KBytes       
[129]   0.00-1.00   sec  11.9 MBytes  99.6 Mbits/sec   37    512 KBytes       
[131]   0.00-1.00   sec  6.11 MBytes  51.2 Mbits/sec    0    269 KBytes       
[133]   0.00-1.00   sec  6.03 MBytes  50.6 Mbits/sec    0    280 KBytes       
[135]   0.00-1.00   sec  9.38 MBytes  78.6 Mbits/sec    4   1022 KBytes       
[137]   0.00-1.00   sec  5.75 MBytes  48.2 Mbits/sec    5   1007 KBytes       
[139]   0.00-1.00   sec  4.62 MBytes  38.8 Mbits/sec    4   1.21 MBytes       
[141]   0.00-1.00   sec  5.28 MBytes  44.3 Mbits/sec   20    115 KBytes       
[143]   0.00-1.00   sec  11.2 MBytes  93.8 Mbits/sec    3    390 KBytes       
[145]   0.00-1.00   sec  3.55 MBytes  29.8 Mbits/sec    2    385 KBytes       
[147]   0.00-1.00   sec  2.47 MBytes  20.7 Mbits/sec    0    139 KBytes       
[149]   0.00-1.00   sec  6.12 MBytes  51.4 Mbits/sec    2   2.09 MBytes       
[151]   0.00-1.00   sec  1.58 MBytes  13.2 Mbits/sec    4    185 KBytes       
[153]   0.00-1.00   sec  3.95 MBytes  33.2 Mbits/sec    1    434 KBytes       
[155]   0.00-1.00   sec  3.67 MBytes  30.8 Mbits/sec    2    308 KBytes       
[157]   0.00-1.00   sec  10.2 MBytes  85.2 Mbits/sec    2    451 KBytes       
[159]   0.00-1.00   sec  14.5 MBytes   122 Mbits/sec    5   4.21 MBytes       
[161]   0.00-1.00   sec  12.9 MBytes   108 Mbits/sec    3   2.70 MBytes       
[163]   0.00-1.00   sec  5.65 MBytes  47.4 Mbits/sec    2    286 KBytes       
[165]   0.00-1.00   sec  8.27 MBytes  69.4 Mbits/sec    0    361 KBytes       
[167]   0.00-1.00   sec  6.93 MBytes  58.1 Mbits/sec    0    277 KBytes       
[169]   0.00-1.00   sec  5.31 MBytes  44.5 Mbits/sec    1    232 KBytes       
[171]   0.00-1.00   sec  10.8 MBytes  90.2 Mbits/sec    4   2.62 MBytes       
[173]   0.00-1.00   sec  15.8 MBytes   132 Mbits/sec    5   2.59 MBytes       
[175]   0.00-1.00   sec  9.24 MBytes  77.5 Mbits/sec    0    378 KBytes       
[177]   0.00-1.00   sec  10.4 MBytes  87.0 Mbits/sec    1    424 KBytes       
[179]   0.00-1.00   sec  8.12 MBytes  68.1 Mbits/sec    5    771 KBytes       
[181]   0.00-1.00   sec  5.25 MBytes  44.0 Mbits/sec    6    615 KBytes       
[183]   0.00-1.00   sec  7.27 MBytes  61.0 Mbits/sec    0    331 KBytes       
[185]   0.00-1.00   sec  10.6 MBytes  89.1 Mbits/sec    8   1.16 MBytes       
[187]   0.00-1.00   sec  5.17 MBytes  43.3 Mbits/sec    2    157 KBytes       
[189]   0.00-1.00   sec  6.28 MBytes  52.7 Mbits/sec    0    267 KBytes       
[191]   0.00-1.00   sec  11.6 MBytes  97.5 Mbits/sec    4   2.58 MBytes       
[193]   0.00-1.00   sec  10.4 MBytes  87.0 Mbits/sec    0    448 KBytes       
[195]   0.00-1.00   sec  8.25 MBytes  69.2 Mbits/sec    2   2.62 MBytes       
[197]   0.00-1.00   sec  9.62 MBytes  80.7 Mbits/sec    6   3.32 MBytes       
[199]   0.00-1.00   sec  4.58 MBytes  38.4 Mbits/sec    3    284 KBytes       
[201]   0.00-1.00   sec  5.50 MBytes  46.1 Mbits/sec    5    512 KBytes       
[203]   0.00-1.00   sec  7.67 MBytes  64.3 Mbits/sec    6    383 KBytes       
[SUM]   0.00-1.00   sec   758 MBytes  6.36 Gbits/sec  384             
- - - - - - - - - - - - - - - - - - - - - - - - -
[  5]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0    339 KBytes       
[  7]   1.00-2.00   sec  3.14 MBytes  26.3 Mbits/sec    0    154 KBytes       
[  9]   1.00-2.00   sec  2.73 MBytes  22.9 Mbits/sec    0    124 KBytes       
[ 11]   1.00-2.00   sec  2.45 MBytes  20.6 Mbits/sec    1    359 KBytes       
[ 13]   1.00-2.00   sec  4.58 MBytes  38.4 Mbits/sec    0    363 KBytes       
[ 15]   1.00-2.00   sec   636 KBytes  5.21 Mbits/sec    0    127 KBytes       
[ 17]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    1    650 KBytes       
[ 19]   1.00-2.00   sec   573 KBytes  4.69 Mbits/sec    0    194 KBytes       
[ 21]   1.00-2.00   sec  1.23 MBytes  10.3 Mbits/sec    0    204 KBytes       
[ 23]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0    283 KBytes       
[ 25]   1.00-2.00   sec  1.25 MBytes  10.5 Mbits/sec    0    539 KBytes       
[ 27]   1.00-2.00   sec  1018 KBytes  8.34 Mbits/sec    0    156 KBytes       
[ 29]   1.00-2.00   sec   764 KBytes  6.25 Mbits/sec    0    116 KBytes       
[ 31]   1.00-2.00   sec  1.74 MBytes  14.6 Mbits/sec    0    262 KBytes       
[ 33]   1.00-2.00   sec  1.49 MBytes  12.5 Mbits/sec    0    259 KBytes       
[ 35]   1.00-2.00   sec  3.75 MBytes  31.5 Mbits/sec    2   3.00 MBytes       
[ 37]   1.00-2.00   sec   764 KBytes  6.25 Mbits/sec    0    156 KBytes       
[ 39]   1.00-2.00   sec  2.50 MBytes  21.0 Mbits/sec    3    518 KBytes       
[ 41]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0    305 KBytes       
[ 43]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0    177 KBytes       
[ 45]   1.00-2.00   sec   445 KBytes  3.65 Mbits/sec    0    216 KBytes       
[ 47]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0    311 KBytes       
[ 49]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0    215 KBytes       
[ 51]   1.00-2.00   sec   509 KBytes  4.17 Mbits/sec    0   96.2 KBytes       
[ 53]   1.00-2.00   sec  3.75 MBytes  31.5 Mbits/sec    3   3.39 MBytes       
[ 55]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    1    177 KBytes       
[ 57]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0    386 KBytes       
[ 59]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0   2.71 MBytes       
[ 61]   1.00-2.00   sec  5.00 MBytes  41.9 Mbits/sec    1   1012 KBytes       
[ 63]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0   2.13 MBytes       
[ 65]   1.00-2.00   sec  6.71 MBytes  56.3 Mbits/sec    1    318 KBytes       
[ 67]   1.00-2.00   sec  3.23 MBytes  27.1 Mbits/sec    0    313 KBytes       
[ 69]   1.00-2.00   sec   827 KBytes  6.78 Mbits/sec    1    259 KBytes       
[ 71]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0    390 KBytes       
[ 73]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0    208 KBytes       
[ 75]   1.00-2.00   sec  1018 KBytes  8.34 Mbits/sec    0    443 KBytes       
[ 77]   1.00-2.00   sec   700 KBytes  5.73 Mbits/sec    0    150 KBytes       
[ 79]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0    286 KBytes       
[ 81]   1.00-2.00   sec  5.00 MBytes  41.9 Mbits/sec    1   2.74 MBytes       
[ 83]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0   2.14 MBytes       
[ 85]   1.00-2.00   sec  2.50 MBytes  21.0 Mbits/sec    2   1.31 MBytes       
[ 87]   1.00-2.00   sec  6.25 MBytes  52.4 Mbits/sec    0    935 KBytes       
[ 89]   1.00-2.00   sec  2.50 MBytes  21.0 Mbits/sec    1    745 KBytes       
[ 91]   1.00-2.00   sec  3.75 MBytes  31.5 Mbits/sec    0   2.07 MBytes       
[ 93]   1.00-2.00   sec  6.19 MBytes  51.9 Mbits/sec    0    177 KBytes       
[ 95]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0   1020 KBytes       
[ 97]   1.00-2.00   sec  3.79 MBytes  31.8 Mbits/sec    2    370 KBytes       
[ 99]   1.00-2.00   sec  1.99 MBytes  16.7 Mbits/sec    0    291 KBytes       
[101]   1.00-2.00   sec  1.25 MBytes  10.5 Mbits/sec    0    366 KBytes       
[103]   1.00-2.00   sec  12.5 MBytes   105 Mbits/sec    6    629 KBytes       
[105]   1.00-2.00   sec  7.50 MBytes  62.9 Mbits/sec    4   1.07 MBytes       
[107]   1.00-2.00   sec  2.24 MBytes  18.8 Mbits/sec    0    257 KBytes       
[109]   1.00-2.00   sec  1018 KBytes  8.34 Mbits/sec    0    301 KBytes       
[111]   1.00-2.00   sec  1.25 MBytes  10.5 Mbits/sec    1   1.65 MBytes       
[113]   1.00-2.00   sec  1.25 MBytes  10.5 Mbits/sec    1    669 KBytes       
[115]   1.00-2.00   sec  18.4 MBytes   154 Mbits/sec    1    509 KBytes       
[117]   1.00-2.00   sec  6.82 MBytes  57.2 Mbits/sec    3    280 KBytes       
[119]   1.00-2.00   sec  1.25 MBytes  10.5 Mbits/sec    0    559 KBytes       
[121]   1.00-2.00   sec  1.99 MBytes  16.7 Mbits/sec    0    122 KBytes       
[123]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0    230 KBytes       
[125]   1.00-2.00   sec  1.25 MBytes  10.5 Mbits/sec    2    448 KBytes       
[127]   1.00-2.00   sec  2.19 MBytes  18.3 Mbits/sec    0    410 KBytes       
[129]   1.00-2.00   sec  1.25 MBytes  10.5 Mbits/sec    0    489 KBytes       
[131]   1.00-2.00   sec  5.03 MBytes  42.2 Mbits/sec    0    317 KBytes       
[133]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0    280 KBytes       
[135]   1.00-2.00   sec  6.25 MBytes  52.4 Mbits/sec    4   1.56 MBytes       
[137]   1.00-2.00   sec  5.00 MBytes  41.9 Mbits/sec    2    860 KBytes       
[139]   1.00-2.00   sec  1.25 MBytes  10.5 Mbits/sec    0    556 KBytes       
[141]   1.00-2.00   sec  4.20 MBytes  35.3 Mbits/sec    0    139 KBytes       
[143]   1.00-2.00   sec  3.23 MBytes  27.1 Mbits/sec    1    342 KBytes       
[145]   1.00-2.00   sec  1.20 MBytes  10.1 Mbits/sec    0    443 KBytes       
[147]   1.00-2.00   sec   700 KBytes  5.73 Mbits/sec    0    161 KBytes       
[149]   1.00-2.00   sec  3.75 MBytes  31.5 Mbits/sec    0   1.99 MBytes       
[151]   1.00-2.00   sec  8.34 MBytes  69.9 Mbits/sec    1    354 KBytes       
[153]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0    294 KBytes       
[155]   1.00-2.00   sec  4.38 MBytes  36.7 Mbits/sec    3    494 KBytes       
[157]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0    451 KBytes       
[159]   1.00-2.00   sec  8.75 MBytes  73.4 Mbits/sec    3   4.21 MBytes       
[161]   1.00-2.00   sec  6.25 MBytes  52.4 Mbits/sec    2   1.35 MBytes       
[163]   1.00-2.00   sec  6.59 MBytes  55.2 Mbits/sec    1    369 KBytes       
[165]   1.00-2.00   sec  5.97 MBytes  50.0 Mbits/sec    2    382 KBytes       
[167]   1.00-2.00   sec  9.32 MBytes  78.2 Mbits/sec    0    475 KBytes       
[169]   1.00-2.00   sec  12.3 MBytes   103 Mbits/sec    2    247 KBytes       
[171]   1.00-2.00   sec  2.50 MBytes  21.0 Mbits/sec    0   1.31 MBytes       
[173]   1.00-2.00   sec  10.0 MBytes  83.9 Mbits/sec    1   2.59 MBytes       
[175]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0    378 KBytes       
[177]   1.00-2.00   sec   891 KBytes  7.30 Mbits/sec    0    321 KBytes       
[179]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0    192 KBytes       
[181]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0    615 KBytes       
[183]   1.00-2.00   sec   827 KBytes  6.78 Mbits/sec    0    365 KBytes       
[185]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0   1.16 MBytes       
[187]   1.00-2.00   sec  6.15 MBytes  51.6 Mbits/sec    2    199 KBytes       
[189]   1.00-2.00   sec   827 KBytes  6.78 Mbits/sec    0    201 KBytes       
[191]   1.00-2.00   sec  3.75 MBytes  31.5 Mbits/sec    1   2.58 MBytes       
[193]   1.00-2.00   sec  6.25 MBytes  52.4 Mbits/sec    0    448 KBytes       
[195]   1.00-2.00   sec  5.00 MBytes  41.9 Mbits/sec    1   1.31 MBytes       
[197]   1.00-2.00   sec  6.25 MBytes  52.4 Mbits/sec    2    848 KBytes       
[199]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0    284 KBytes       
[201]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0    512 KBytes       
[203]   1.00-2.00   sec  1018 KBytes  8.34 Mbits/sec    0    423 KBytes       
[SUM]   1.00-2.00   sec   279 MBytes  2.34 Gbits/sec   66             
- - - - - - - - - - - - - - - - - - - - - - - - -
[  5]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    0    262 KBytes       
[  7]   2.00-3.00   sec  1.86 MBytes  15.6 Mbits/sec    0    154 KBytes       
[  9]   2.00-3.00   sec  1.68 MBytes  14.1 Mbits/sec    0    126 KBytes       
[ 11]   2.00-3.00   sec  1.99 MBytes  16.7 Mbits/sec    0    313 KBytes       
[ 13]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    0    272 KBytes       
[ 15]   2.00-3.00   sec   573 KBytes  4.69 Mbits/sec    0   94.7 KBytes       
[ 17]   2.00-3.00   sec  1.25 MBytes  10.5 Mbits/sec    0    287 KBytes       
[ 19]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    0    192 KBytes       
[ 21]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    0    206 KBytes       
[ 23]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    0    566 KBytes       
[ 25]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    0    539 KBytes       
[ 27]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    0    156 KBytes       
[ 29]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    0    116 KBytes       
[ 31]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    0    262 KBytes       
[ 33]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    0    259 KBytes       
[ 35]   2.00-3.00   sec  1.25 MBytes  10.5 Mbits/sec    0   3.00 MBytes       
[ 37]   2.00-3.00   sec   764 KBytes  6.26 Mbits/sec    0    233 KBytes       
[ 39]   2.00-3.00   sec  2.50 MBytes  21.0 Mbits/sec    1    512 KBytes       
[ 41]   2.00-3.00   sec  1.15 MBytes  9.66 Mbits/sec    0    279 KBytes       
[ 43]   2.00-3.00   sec  1.12 MBytes  9.38 Mbits/sec    1    132 KBytes       
[ 45]   2.00-3.00   sec   636 KBytes  5.21 Mbits/sec    0    161 KBytes       
[ 47]   2.00-3.00   sec  1.62 MBytes  13.6 Mbits/sec    0    235 KBytes       
[ 49]   2.00-3.00   sec  2.59 MBytes  21.8 Mbits/sec    0    229 KBytes       
[ 51]   2.00-3.00   sec  4.74 MBytes  39.8 Mbits/sec    0    120 KBytes       
[ 53]   2.00-3.00   sec  2.50 MBytes  21.0 Mbits/sec    1    632 KBytes       
[ 55]   2.00-3.00   sec   827 KBytes  6.78 Mbits/sec    0    180 KBytes       
[ 57]   2.00-3.00   sec   827 KBytes  6.78 Mbits/sec    0    296 KBytes       
[ 59]   2.00-3.00   sec  1.25 MBytes  10.5 Mbits/sec    1    428 KBytes       
[ 61]   2.00-3.00   sec  3.75 MBytes  31.5 Mbits/sec    3    506 KBytes       
[ 63]   2.00-3.00   sec  1.25 MBytes  10.5 Mbits/sec    0    434 KBytes       
[ 65]   2.00-3.00   sec  4.78 MBytes  40.1 Mbits/sec    1    318 KBytes       
[ 67]   2.00-3.00   sec  3.11 MBytes  26.1 Mbits/sec    4    328 KBytes       
[ 69]   2.00-3.00   sec  2.05 MBytes  17.2 Mbits/sec    4    226 KBytes       
[ 71]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    0    300 KBytes       
[ 73]   2.00-3.00   sec   764 KBytes  6.26 Mbits/sec    0    189 KBytes       
[ 75]   2.00-3.00   sec   954 KBytes  7.82 Mbits/sec    0    331 KBytes       
[ 77]   2.00-3.00   sec   573 KBytes  4.69 Mbits/sec    0    141 KBytes       
[ 79]   2.00-3.00   sec   636 KBytes  5.21 Mbits/sec    0    252 KBytes       
[ 81]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    0    632 KBytes       
[ 83]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    0    113 KBytes       
[ 85]   2.00-3.00   sec  2.50 MBytes  21.0 Mbits/sec    2   1.31 MBytes       
[ 87]   2.00-3.00   sec  2.50 MBytes  21.0 Mbits/sec    1    735 KBytes       
[ 89]   2.00-3.00   sec  2.50 MBytes  21.0 Mbits/sec    4    260 KBytes       
[ 91]   2.00-3.00   sec  3.75 MBytes  31.5 Mbits/sec    1   1.04 MBytes       
[ 93]   2.00-3.00   sec  3.17 MBytes  26.6 Mbits/sec    0    187 KBytes       
[ 95]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    1    206 KBytes       
[ 97]   2.00-3.00   sec  2.61 MBytes  21.9 Mbits/sec    2    281 KBytes       
[ 99]   2.00-3.00   sec  1.99 MBytes  16.7 Mbits/sec    1    305 KBytes       
[101]   2.00-3.00   sec  2.18 MBytes  18.3 Mbits/sec    0    366 KBytes       
[103]   2.00-3.00   sec  7.40 MBytes  62.1 Mbits/sec    2    728 KBytes       
[105]   2.00-3.00   sec  1.25 MBytes  10.5 Mbits/sec    0    443 KBytes       
[107]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    0    257 KBytes       
[109]   2.00-3.00   sec  3.11 MBytes  26.1 Mbits/sec    3    301 KBytes       
[111]   2.00-3.00   sec  2.50 MBytes  21.0 Mbits/sec    1    846 KBytes       
[113]   2.00-3.00   sec  1.25 MBytes  10.5 Mbits/sec    0    567 KBytes       
[115]   2.00-3.00   sec  14.1 MBytes   119 Mbits/sec    1    509 KBytes       
[117]   2.00-3.00   sec  2.42 MBytes  20.3 Mbits/sec    1    225 KBytes       
[119]   2.00-3.00   sec  1.25 MBytes  10.5 Mbits/sec    0    455 KBytes       
[121]   2.00-3.00   sec  1.80 MBytes  15.1 Mbits/sec    1    122 KBytes       
[123]   2.00-3.00   sec  1.25 MBytes  10.5 Mbits/sec    0    454 KBytes       
[125]   2.00-3.00   sec  2.50 MBytes  21.0 Mbits/sec  217    290 KBytes       
[127]   2.00-3.00   sec  2.16 MBytes  18.1 Mbits/sec    0    370 KBytes       
[129]   2.00-3.00   sec  1.25 MBytes  10.5 Mbits/sec    0    488 KBytes       
[131]   2.00-3.00   sec  2.11 MBytes  17.7 Mbits/sec    4    311 KBytes       
[133]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    0    211 KBytes       
[135]   2.00-3.00   sec  6.25 MBytes  52.4 Mbits/sec    2   1.22 MBytes       
[137]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    0    423 KBytes       
[139]   2.00-3.00   sec  5.00 MBytes  41.9 Mbits/sec    2    592 KBytes       
[141]   2.00-3.00   sec  2.98 MBytes  25.0 Mbits/sec    0    219 KBytes       
[143]   2.00-3.00   sec  1.86 MBytes  15.6 Mbits/sec    1    337 KBytes       
[145]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    0    355 KBytes       
[147]   2.00-3.00   sec  4.90 MBytes  41.1 Mbits/sec    0    290 KBytes       
[149]   2.00-3.00   sec  1.25 MBytes  10.5 Mbits/sec    0    427 KBytes       
[151]   2.00-3.00   sec  2.30 MBytes  19.3 Mbits/sec    1    361 KBytes       
[153]   2.00-3.00   sec  1.06 MBytes  8.86 Mbits/sec    0    339 KBytes       
[155]   2.00-3.00   sec  6.71 MBytes  56.3 Mbits/sec    1    494 KBytes       
[157]   2.00-3.00   sec  0.00 Bytes  0.00 bits/sec    0    341 KBytes       
[159]   2.00-3.00   sec  2.50 MBytes  21.0 Mbits/sec    1   2.11 MBytes       
[161]   2.00-3.00   sec  3.75 MBytes  31.5 Mbits/sec    0    691 KBytes       
[163]   2.00-3.00   sec  2.17 MBytes  18.2 Mbits/sec    2    365 KBytes       
