[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  9.75 MBytes  81.7 Mbits/sec    3    609 KBytes       
[  7]   0.00-1.00   sec  7.95 MBytes  66.6 Mbits/sec    4    269 KBytes       
[  9]   0.00-1.00   sec  7.03 MBytes  58.9 Mbits/sec    0    303 KBytes       
[ 11]   0.00-1.00   sec  6.34 MBytes  53.1 Mbits/sec    0    287 KBytes       
[ 13]   0.00-1.00   sec  2.76 MBytes  23.1 Mbits/sec    2    134 KBytes       
[ 15]   0.00-1.00   sec  4.51 MBytes  37.8 Mbits/sec    4    283 KBytes       
[ 17]   0.00-1.00   sec  3.09 MBytes  25.9 Mbits/sec    0    134 KBytes       
[ 19]   0.00-1.00   sec  7.38 MBytes  61.8 Mbits/sec    5    421 KBytes       
[ 21]   0.00-1.00   sec  10.5 MBytes  88.0 Mbits/sec    5    697 KBytes       
[ 23]   0.00-1.00   sec  2.46 MBytes  20.6 Mbits/sec    0    129 KBytes       
[ 25]   0.00-1.00   sec  6.25 MBytes  52.4 Mbits/sec    1    857 KBytes       
[ 27]   0.00-1.00   sec  8.76 MBytes  73.4 Mbits/sec    0    349 KBytes       
[ 29]   0.00-1.00   sec  8.64 MBytes  72.4 Mbits/sec    0    257 KBytes       
[ 31]   0.00-1.00   sec  4.32 MBytes  36.2 Mbits/sec    1    120 KBytes       
[ 33]   0.00-1.00   sec  2.38 MBytes  19.9 Mbits/sec    0   91.9 KBytes       
[ 35]   0.00-1.00   sec  5.28 MBytes  44.3 Mbits/sec    2    417 KBytes       
[ 37]   0.00-1.00   sec  8.72 MBytes  73.0 Mbits/sec    1    310 KBytes       
[ 39]   0.00-1.00   sec  7.58 MBytes  63.5 Mbits/sec    1    215 KBytes       
[ 41]   0.00-1.00   sec  3.20 MBytes  26.8 Mbits/sec    4    126 KBytes       
[ 43]   0.00-1.00   sec  2.67 MBytes  22.4 Mbits/sec    0    124 KBytes       
[ 45]   0.00-1.00   sec  4.29 MBytes  35.9 Mbits/sec    2   93.3 KBytes       
[ 47]   0.00-1.00   sec  3.42 MBytes  28.7 Mbits/sec    4    355 KBytes       
[ 49]   0.00-1.00   sec  1.58 MBytes  13.2 Mbits/sec    4   63.6 KBytes       
[ 51]   0.00-1.00   sec  1.68 MBytes  14.1 Mbits/sec    0   96.2 KBytes       
[ 53]   0.00-1.00   sec  3.19 MBytes  26.8 Mbits/sec    1    105 KBytes       
[ 55]   0.00-1.00   sec  4.25 MBytes  35.6 Mbits/sec    2    434 KBytes       
[ 57]   0.00-1.00   sec  2.88 MBytes  24.1 Mbits/sec    4    392 KBytes       
[ 59]   0.00-1.00   sec  9.03 MBytes  75.7 Mbits/sec    4    290 KBytes       
